TITLE,AUTHOR,DATE,PUBPLACE,PUBLISHER,DLPS,ESTC,DocNo,TCP,GaleDocNo
"The land of the muses: a poem, in the manner of Spenser. With poems on several occasions. By Hugh Downman, ...","Downman, Hugh, 1740-1809.",1768.,Edinburgh :,"printed for the author. Sold by A. Kincaid & J. Bell, Edinburgh; and by R. Baldwin, and Richardson & Urquhart, London,",004858358,T92236,CW113112837,K074629.000,CW3313112837
"The absurdity and perfidy of all authoritative toleration of gross heresy: blasphemy, idolatry, popery, in Britain. In two letters to a friend. ... By John Brown, ...","Brown, John, 1722-1787.",1780.,Glasgow :,"printed by John Bryce; and sold by the booksellers in town and country,",004853555,T85664,CW123579875,K069822.000,CW3323579875
The author: A poem. By C. Churchill.,"Churchill, Charles, 1731-1764.",1763.,London :,"printed for W. Flexney; G. Kearsly; J. Coote; C. Henderson; J. Gardiner; and J. Almon,",004793416,T1713,CW114903994,K020965.000,CW3314903994
"High life below stairs: A farce. Written by David Garrick, Esq. Taken from the manager's book at the Theatre Royal Drury-Lane.","Townley, James, 1714-1778.",[1780?],London :,"printed by R. Butters ; and sold by all the booksellers in town and country,",004880522,T121065,CW114517806,K096840.000,CW3314517806
"The actor: A poetical epistle to Bonnell Thornton, Esq.","Lloyd, Robert, 1733-1764.",1760.,London :,"printed for R. and J. Dodsley,",004794807,T19078,CW115816616,K029653.000,CW3315816616
"Miscellanies in verse and prose: By Alexander Pope, Esq; and Dean Swift. In one volume. Viz. The strange and deplorable frensy of Mr. John Dennis. ... Epitaph on Francis Ch-is. Soldier and scholar. With several more epigrams, epitaphs, and poems.","Pope, Alexander, 1688-1744.",1744.,London :,"printed for John Thomas,",004898469,T148130,CW117170174,K114854.000,CW3317170174
"A genuine narrative of the memorable life and actions of John Dyer, (who was executed at Tyburn, on Friday the 21st day of November, 1729.) containing, a particular relation of all the notorious and surprising facts by him committed ... Wrote by himself, when under condemnation in Newgate,:","Dyer, John, d. 1729.",1729.,London :,"printed and sold by J. Applebee; W. Meadows; Mrs. Nut; and Mrs. Dod,",004847094,T75434,CW103925077,K063343.000,CW3303925077
"A practical treatise on the gonorrhoea: recommending the use of injection as the most speedy and efficacious method of cure: with a brief account of the remedies which have been used in the lues venerea, from its first appearance in Europe; and a critical enquiry into the present modes of administering mercury. By Peter Clare, surgeon.","Clare, Peter, 1738-1786.",1783.,London :,"printed for T. Cadell,",004780273,N2679,CW108012816,K001755.000,CW3308012816
"The prize: or, 2, 5, 3, 8, a musical farce in two acts, as performed by His Majesty's company. Written by Prince Hoare, Esq. The music by Storace. Correctly taken from the manager's book.","Hoare, Prince, 1755-1834.",1793.,Dublin :,"printed for F. Farquhar,",004771424,N11952,CW111591533,K007219.000,CW3311591533
"A compleat history of the late war: or annual register of its rise, progress, and events, in Europe, Asia, Africa, and America. ... Illustrated with a variety of heads, plans, maps, and charts. By J. Wright, Gent. In two volumes. ...","Wright, J. (John), fl. 1761-1765.",1765.,London :,"printed for David Steel, bookseller,",004784964,N47902,CW107702760,K018267.001,CW3307702760
"An explanation of the duties of religion, for the use of Boldre School, in New Forest. N.B. The small paper prefixed, which is the ground-work of this explanation, is distributed in little books among the children of the parish,:","Gilpin, William, 1724-1804.",1798.,Lymington :,"printed by J.B. Rutter,",004790974,T12618,CW123100534,K026311.000,CW3323100534
Anecdotes of eminent painters in Spain: during the sixteenth and seventeenth centuries; with cursory remarks upon the present state of arts in that kingdom. By Richard Cumberland. In two volumes. ...,"Cumberland, Richard, 1732-1811.",1782.,London :,"printed for J. Walter,",004877341,T116936,CW106335747,K093655.002,CW3306335980
"An accurate and descriptive catalogue of the several paintings in the King of Spain's palace at Madrid: with some account of the pictures in the Buen-Retiro. By Richard Cumberland, ...","Cumberland, Richard, 1732-1811.",1787.,London :,"printed for C. Dilly; and J. Walter,",004877349,T116945,CW106332863,K093663.000,CW3306332863
"A new musical interlude, called The election: As it is performed at the Theatre Royal in Drury-Lane.","Andrews, Miles Peter, d. 1814.",1774.,London :,"printed for W. Griffin,",004796921,T2452,CW110780877,K021512.000,CW3310780877
Critical strictures on the new tragedy of Elvira: written by Mr. David Malloch.,"Boswell, James, 1740-1795.",1763.,London :,"printed for W. Flexney,",004780459,N27268,CW108724156,K015145.000,CW3308724156
Philodamus. A tragedy:,"Bentley, R. (Richard), 1708-1782.",1767.,London :,"printed for J. Dodsley,",004793538,T1731,CW114259377,K020981.000,CW3314259377
"The connoisseur: By Mr. Town, critic and censor-general. ...","Colman, George, 1732-1794.",1755-1756.,London :,"printed for R. Baldwin,",004813445,T161035,CW117196444,K117548.002,CW3317196871
"The peerage of Scotland: containing an historical and genealogical account of the nobility of that kingdom, ... collected from the public records, and ancient chartularies of this nation, ... Illustrated with copper-plates. By Robert Douglas, Esq;.","Douglas, Robert, Sir, 1694-1770.",1764.,Edinburgh :,"printed by R. Fleming, and sold by him, and the other booksellers in Edinburgh; and at London by A. Miller, R. Baldwin, D. Wilson, and T. Durham,",004896980,T145745,CW101011383,K113361.000,CW3301011383
Bounce to Fop: An heroick epistle from a dog at Twickenham to a dog at court. By Dr. S----t.,"Pope, Alexander, 1688-1744.",1736.,[London] :,"Dublin, printed, London, reprinted for T. Cooper,",004809136,T5522,CW110471557,K023014.000,CW3310471557
"The fair American: a comic opera, in three acts; as it is performed, with universal applause, at the Theatre-Royal, Drury-Lane. Written by F. Pilon.:","Pilon, Frederick, 1750-1788.",1785.,London :,"printed by J. Almon,",004803333,T35155,CW106677745,K037129.000,CW3306677745
"An invitation to peace: or, Toby's preliminaries to Nestor Ironsides, set forth in a dialogue between Toby and his kinsman.","Arbuthnot, John, 1667-1735.",[1713],London :,"printed and sold by Mr. Lawrence,",004866081,T102347,CW119606293,K082366.000,CW3319606293
The history of Lady Julia Mandeville: In two volumes. By the translator of Lady Catesby's letters.,"Brooke, Frances, 1724?-1789.",1763.,London :,"printed for R. and J. Dodsley,",004839949,T65262,CW111249667,K056178.001,CW3311249667
"Virginia a tragedy: with odes, pastorals, and translations. By Mrs. Brooke.","Brooke, Frances, 1724?-1789.",1756.,London :,"printed for the author, and sold by A. Millar,",004884218,T126016,CW114435918,K100537.000,CW3314435918
"The speech of Edmund Burke, Esq; on moving his resolutions for conciliation with the colonies, March 22, 1775:","Burke, Edmund, 1729-1797.",1775.,London :,"printed for J. Dodsley,",004895777,T143983,CW105424901,K112156.000,CW3305424901
"A poem upon the death of her late sacred majesty Queen Anne, and the most happy and most auspicious accession of his sacred majesty King George. To the imperial crowns of Great Britain, France and Ireland. ... By Mr. Dennis:","Dennis, John, 1657-1734.",1714.,London :,"printed by H. Meere, and sold by J. Baker,",004808003,T42571,CW114135505,K041537.000,CW3314135505
A description of the Lake at Keswick: (and the adjacent country) in Cumberland. Communicated in a letter to a friend. By a late popular writer.,"Brown, John, 1715-1766.",1770.,Kendal :,"printed by J. Ashburner,",004820948,T190913,CW102668780,K125097.000,CW3302668780
"Songs, duos, trios, chorusses, &c, in the comic opera of The carnival of Venice, as it is performed at the Theatre Royal, Drury Lane:","Tickell, Richard, 1751-1793.",1781.,"London,",,004793009,T16485,CW106673279,K028072.000,CW3306673279
"Sentimental excursions to Windsor: and other places, with notes critical, illustrative, and explanatory, ...","MacNally, Leonard, 1752-1820.",1781.,London :,"printed for J. Walker,",004885962,T128528,CW124580475,K102286.000,CW3324580475
"An historical account of all the voyages round the world, performed by English navigators; including those lately undertaken by order of His present Majesty. The whole faithfully extracted from the journals of the voyagers. ... In four volumes.:","Henry, David, 1710-1792.",1773-74.,London :,"printed for F. Newbery,",004799404,T2892,CW102001200,K021793.002,CW3300805668
Boadicia: A tragedy. As it is acted at the Theatre-Royal in Drury-Lane. By Mr. Glover.,"Glover, Richard, 1712-1785.",1753.,London :,"printed for R. and J. Dodsley; and M. Cooper,",004796735,T22929,CW110245626,K031299.000,CW3310245626
The times: A poem. By [blank],"Churchill, Charles, 1731-1764.",1764.,London :,"printed for the author; and sold by J. Coote; J. Almon; W. Flexney; C. Henderson; J. Gardiner; and C. Moran,",004903161,T50334,CW110934065,K046334.000,CW3310934065
The fashionable lover; a comedy: as it is acted at the Theatre-Royal in Drury-Lane.,"Cumberland, Richard, 1732-1811.",1772.,London :,"printed for W. Griffin,",004781973,N326,CW110593794,K000180.000,CW3310593794
"Of the torments of Hell: the foundation and pillars thereof discovered, searched, shaken, and removed. ...","Richardson, Samuel, fl. 1643-1658.",1720.,London :,"printed, and sold by W. Boreham,",004839906,T65212,CW118791408,K056135.000,CW3318791408
"A short essay on the virtues of Dr. Norris's antimonial drops. The second edition. To which is added, a catalogue of cures, incontestibly proving their sovereign efficacy in fevers:","Norris, Thomas, fl. 1780.",1775?],"[London,",,004778189,N22683,CW108126575,K013193.000,CW3308126575
Mr. Pope's literary correspondence. Volume the fifth. With letters of Lord Bolingbroke. Lord Lansdowne.:,"Pope, Alexander, 1688-1744.",1737.,London :,"printed for E. Curll,",004809126,T5512,CW113744420,K023005.005,CW3313744420
"The lives of the poets of Great Britain and Ireland: to the time of Dean Swift. Compiled from ample materials scattered in a variety of books, ... by Mr. Cibber. In four volumes. ...","Shiells, Robert, d. 1753.",1753.,London :,"printed for R. Griffiths,",004851380,T82891,CW110493800,K067641.002,CW3310494159
"Tancred and Sigismunda. A tragedy: As it is acted at the Theatre-Royal in Drury-Lane, by His Majesty's servants. By James Thomson.","Thomson, James, 1700-1748.",1745.,London :,"printed for A. Millar,",004902879,T49863,CW106677155,K046052.000,CW3306677155
"Unto the Right Honourable, the Lords of Council and Session, the petition of John and William Cunningham and Company brewers in Glasgow, James Hotchkis and Company brewers in Edinburgh, and James Graham vintner in Glasgow, for themselves, and as trustees of William MʻGregor late tenant in Parkhall,:","John and William Cunningham and Company (Brewers : Glasgow, Scotland)",1770],"[Edinburgh,",,004823857,T209967,CW124497983,K128027.000,CW3324497983
"Braganza: A tragedy. Performed at the Theatre Royal in Drury-Lane. Written by Robert Jephson, Esq.","Jephson, Robert, 1736-1803.",1775.,London :,"printed for T. Evans; and T. Davies,",004799765,T29583,CW115432875,K033853.000,CW3315432875
"The speech of R. B. Sheridan: ... on Wednesday, the 7th of February, 1787, in bringing forward the fourth charge against Warren Hastings, Esq. relative to the Begums of Oude.","Sheridan, Richard Brinsley, 1751-1816.",1787.,London :,"printed for J. French,",004858403,T92308,CW106029628,K074674.000,CW3306029628
"Remarks on the opinions of some of the most celebrated writers on Crown Law: respecting the due distinction between manslaughter and murder: ... With a prefatory address to the reader, ... By Granville Sharp.","Sharp, Granville, 1735-1813.",1773.,London :,"printed for B. White, and R. Horsfield,",004891920,T137103,CW107658227,K108270.000,CW3307658227
"Letters of the late Rev. Mr. Laurence Sterne, to his most intimate friends. With a fragment in the manner of Rabelais. To which are prefix'd, memoirs of his life and family. Written by himself. And published by his daughter, Mrs. Medalle. In three volumes.:","Sterne, Laurence, 1713-1768.",1775.,London :,"printed for T. Becket,",004792533,T14758,CW110645573,K027670.003,CW3310645959
Robin Hood: A new musical entertainment. As it is perform'd at the Theatre-Royal in Drury-Lane. The musick compos'd by the Society of the Temple of Apollo.,"Mendez, Moses, d. 1758.",1751.,London :,"printed: and sold at the Theatre, and by M. Cooper,",004899850,T45161,CW114443267,K043021.000,CW3314443267
"Fun: a parodi-tragi-comical satire: As it was to have been perform'd at the Castle-Tavern, Pater-Noster-Row, on Thursday, February 13, 1752, but suppressed, by a special order from the Lord-Mayor ...","Kenrick, W. (William), 1725?-1779.",1752.,London :,"sold by F. Stamper,",004806532,T40324,CW113470447,K040233.000,CW3313470447
An essay on the writings and genius of Pope:,"Warton, Joseph, 1722-1800.",1756.,London :,"printed for M. Cooper,",004831970,T53617,CW112000554,K048186.000,CW3312000554
"A treatise on the social compact: or the principles of politic law. By J. J. Rousseau, ...","Rousseau, Jean-Jacques, 1712-1778.",1764.,London :,"printed for T. Becket and P. A. de Hondt,",004891520,T136478,CW103806344,K107868.000,CW3303806344
"The dramatic censor: or, critical companion. ...","Gentleman, Francis, 1728-1784.",1770.,London :,"printed for J. Bell; and C. Etherington, at York,",004874849,T113864,CW112973763,K091154.001,CW3312973763
The Iliad: of Homer. Translated by Mr. Pope.,Homer.,1715-20.,London :,"printed by W. Bowyer, for Bernard Lintott,",004836009,T59731,CW111801632,K052227.004,CW3311802576
Historical law-tracts.:,"Kames, Henry Home, Lord, 1696-1782.",1758.,Edinburgh :,"printed for A. Millar, London; and A. Kincaid, and J. Bell, Edinburgh,",004841432,T67127,CW124025586,K057665.002,CW3324026026
"Mr. Addison's fine ode to Dr. Thomas Burnet, on his sacred theory of the earth: Done into English by the author of a late tale call'd Coffee.","Addison, Joseph, 1672-1719.",1727.,London :,"printed for T. Warner,",004895430,T143099,CW119519958,K111808.000,CW3319519958
"Mrs. Taylor's family companion: or the whole art of cookery display'd, in the newest and most easy method, being a collection of receipts to set out a table cheap, ... To which are added, instructions for marketing, sundry bills of fare, ... The whole calculated to assist the prudent mistress and her servant, ... By Mrs. Margaret Taylor, ...","Taylor, Margaret, Mrs.",[1795?],London :,"printed for W. Lane, and sold by all other booksellers,",004826650,T222842,CW109006130,K130910.000,CW3309006130
"Moral essays: in four epistles. By Alexander Pope, Esq.","Pope, Alexander, 1688-1744.",1754.,Glasgow :,"printed by R. Urie,",004780226,N26683,CW119328564,K014946.000,CW3319328564
"A reply to Mr. Douglass's Short account of the state of midwifery in London and Westminster. Wherein his trifling and malicious cavils are answer'd, ... By Edmund Chapman,:","Chapman, Edmund, 1680?-1756.",1737.,London :,"printed for T. Cooper; and sold by John Brindley; John Clarke; and Charles Corbett,",004798567,T27547,CW107242226,K032808.000,CW3307242226
An epistle to the Right Honourable Sir Robert Walpole: ... By Richard Savage esq;.,"Savage, Richard, d. 1743.",1732.,London :,"printed for J. Roberts,",004773628,N1476,CW109533911,K000913.000,CW3309533911
"Maxims of health: or, an abridgment of An essay on indigestion: containing advice to persons afflicted with indigestion nervous, bilious & gouty disorders head ach [sic] female complaints worms &c. Also remarks on sea and cold bathing, the effects of sea air, &c. By R. Squirrell, M.D.","Squirrell, R. (Robert)",1798.,London :,"sold by Murray and Highley; also by the author,",004784040,N4310,CW108192020,K002782.000,CW3308192020
"The fair Circassian. A tragedy: As performed at the Theatre-Royal, Drury-Lane, by the author of Sympathy, a poem.","Pratt, Mr. (Samuel Jackson), 1749-1814.",1781.,London :,"printed for R. Baldwin,",004834893,T58099,CW106677881,K051111.000,CW3306677881
A lecture on the perpetual motion.:,"Kenrick, W. (William), 1725?-1779.",1771.,London :,"printed for the author. Sold by T. Evans,",004873234,T111674,CW106770672,K089537.000,CW3306770672
"The history of Hester Wilmot; or, the second part of The Sunday school:","More, Hannah, 1745-1833.",[1796],[London] :,"Sold by J. Marshall; and R. White, London. By S. Hazard, at Bath; J. Elder, at Edinburgh,",004814353,T165369,CW117059006,K118458.000,CW3317059006
"Poems by J. Donaldson, author of The elements of beauty:","Donaldson, J. (John), 1737-1801.",1784.,Edinburgh :,"printed for the author, by Mundell and Wilson,",004808023,T42593,CW110394998,K041555.000,CW3310394998
The flitch of bacon; a comic opera: in two acts: as it is performed at the Theatre-Royal in the Hay-Market. By the Rev. Hen. Bate.,"Dudley, H. Bate, Sir (Henry Bate), 1745-1824.",1779.,London :,"printed for T. Evans,",004832076,T53733,CW115950570,K048292.000,CW3315950570
The Rambler.:,"Johnson, Samuel, 1709-1784.",1752.,London :,"printed for J. Payne and J. Bouquet,",004772607,N13484,CW116217636,K008295.003,CW3316218232
Conscience: an ethical essay. By the Reverend J. Brand:,"Brand, John, d. 1808.",1773.,London :,"printed for T. Becket; W. Woodyer, at Cambridge; and W. Chace, at Norwich,",004841138,T66779,CW116497325,K057370.000,CW3316497325
"To the noblemen, gentlemen and proprietors of lands in Scotland, and inhabitants at large:","Cunningham, John, brewer.",1781?],"[Edinburgh?,",,004824394,T211464,CW107400174,K128576.000,CW3307400174
"Ten cases of persons who have taken Mrs. Stephens's medicines for the stone. With an abstract of some experiments, tending to illustrate these cases:","Hartley, David, 1705-1757.",1738.,London :,"printed for S. Harding; and J. Roberts,",004789752,T10659,CW109380417,K025217.000,CW3309380417
"The peerage of Scotland: containing an historical and genealogical account of the nobility of that Kingdom. ... By George Crawfurd, Esq;.","Crawford, George, fl. 1710.",1716.,Edinburgh :,"printed for the author: sold by George Stewart,",004896390,T144899,CW101654241,K112771.000,CW3301654241
"House of Commons, Tuesday, 11th December, 1787. Mr. Francis. Mr. Speaker, before I offer any thing to the consideration of the House:","Francis, Philip, Sir, 1740-1818.",1787],"[London,",,004775881,N1855,CW105398306,K001204.000,CW3305398306
Prose on several occasions: accompanied with some pieces in verse. By George Colman. ...,"Colman, George, 1732-1794.",1787.,London :,"printed for T. Cadel,",004896414,T144948,CW113408123,K112795.001,CW3313408123
"Observations on the fifth article of the treaty of union, humbly offered to the consideration of the Parliament, relating to foreign ships:","Defoe, Daniel, 1661?-1731.",1706],"[Edinburgh,",,004833231,T55499,CW105704356,K049447.000,CW3305704356
The poetical works: of Edward Moore. With the life of the author.,"Moore, Edward, 1712-1757.",1781 [1782],Edinburg :,"at the Apollo Press, by the Martins. Anno,",004893915,T139872,CW110485311,K110277.000,CW3310485311
"An enlarged syllabus of philosophical lectures: delivered by Hugh Smith ... With the principles on which his conjectures are founded concerning animal life, and the laws of the animal oeconomy. These principles are applied not only to the general doctrine of the glands, but likewise to some new thoughts on the nervous system, the gout, and paralytic complaints.","Smith, Hugh, 1736?-1789.",1778.,London :,"printed for L. Davis; J. Robson; J. Dodsley; T. Cadell; G. Kearsly; [and 3 others in London],",004782541,N3443,CW107406649,K002208.000,CW3307406649
"Hermione, or the orphan sisters: A novel. In four volumes. ...","Lennox, Charlotte, ca. 1729-1804.",1791.,London :,"printed for William Lane, at the Minerva,",004894051,T140064,CW115811323,K110414.002,CW3315811605
"Rights of man: being an answer to Mr. Burke's attack on the French revolution. Second edition. By Thomas Paine, ...","Paine, Thomas, 1737-1809.",1791.,London :,"printed for J. S. Jordan,",004809425,T5866,CW104236140,K023278.000,CW3304236140
"Jason; a tragedy: in five acts. By R. Glover, ...","Glover, Richard, 1712-1785.",1799.,London :,"printed for J. Debrett,",004900011,T45427,CW116958363,K043182.000,CW3316958363
"The day of judgment: or, the grand reckoning.","More, Hannah, 1745-1833.",1797?],[London :,"s.n.,",004821896,T195127,CW121299877,K126050.000,CW3321299877
An history of the earth: and animated nature: by Oliver Goldsmith. In eight volumes. ...,"Goldsmith, Oliver, 1730?-1774.",1774.,London :,"printed for J. Nourse,",004897225,T146096,CW108829870,K113606.002,CW3309311308
"The Athenaid: a poem, by the author of Leonidas.","Glover, Richard, 1712-1785.",1787.,London :,"printed for T. Cadell,",004861820,T96995,CW113948008,K078097.001,CW3313948008
"The life of Henry St. John, Lord Viscount Bolingbroke:","Goldsmith, Oliver, 1730?-1774.",1770.,London :,"printed for T. Davies,",004897239,T146114,CW101116617,K113620.000,CW3301116617
"Critical reflections upon the emmenology of Dr. Freind. By Dr. Le Tellier, ... Translated from the French:","Le Tellier, médecin de Peronne.",1731.,London :,"printed and sold by J. Watson,",004811117,T149712,CW108587846,K115214.000,CW3308587846
"The Athenaid: a poem, by the author of Leonidas.","Glover, Richard, 1712-1785.",1787.,London :,"printed for T. Cadell,",004861820,T96995,CW113948008,K078097.003,CW3313948567
Observations on the effects of sea water in the scurvy and scrophula: in which a new theory of those diseases is attempted; ... By William Logan.,"Logan, William, 1747-1772.",1770.,London :,"printed for the author; and sold by Richardson and Urquhart; and W. Owen,",004819606,T185724,CW108881880,K123738.000,CW3308881880
[Shakespeare: an epistle to Mr. Garrick; with an ode to genius.]:,"Lloyd, Robert.",1760],[London :,"printed for T. Davies; J. Coote; and R. and J. Dodsley,",004901731,T48008,CW111464857,K044903.000,CW3311464857
"A letter to the Reverend Mr. Dean Swift, occasion'd by a satire said to be written by him, entitled, A dedication to a great man, ... By a sparkish pamphleteer of Button's Coffee-house:","Arbuthnot, John, 1667-1735.",1719.,London :,"printed for James Roberts,",004812574,T154622,CW105670917,K116675.000,CW3305670917
"Cross purposes: a farce of two acts, as it is performed at the Theatre-Royal in Covent-Garden.","O'Brien, William, d. 1815.",[1772],London :,"printed for T. Davies; and sold by W. Goldsmith,",004802880,T34439,CW109973935,K036679.000,CW3309973935
"A letter to George Cheyne: M.D. F.R.S. shewing, the danger of laying down general rules to those who are not acquainted with animal oeconomy, &c. For preserving and restoring health, occasion'd by his essay on health and long life. ...",,[1724],London :,"printed: and sold by J. Graves, J. Hooke, and F. Jefferies,",004805084,T38125,CW107318565,K038861.000,CW3307318565
"Memoirs: of Mrs. Lætitia Pilkington, wife to the Rev. Mr. Matthew Pilkington. Written by herself. Wherein are occasionally interspersed, all her poems; with anecdotes of several eminent persons, living and dead. Among others, Dean Swift, Alexander Pope, ...","Pilkington, Laetitia, 1712-1750.",1748.,[London] :,"Dublin printed; London reprinted: and sold by R. Griffiths, and G. Woodfall,",004894667,T141022,CW102373845,K111040.002,CW3302374155
"Secular ode in commemoration of the glorious revolution, M DC LXXXVIII. By W. Mason,:","Mason, William, 1725-1797.",1788.,London :,"printed for J. Robson & W. Clarke,",004811369,T150335,CW112845542,K115467.000,CW3312845542
"The case of Samuel Richardson, of London, printer: with regard to the invasion of his property in The history of Sir Charles Grandison, before publication, by certain booksellers in Dublin.","Richardson, Samuel, 1689-1761.",1753],[London :,"printed by Samuel Richardson?,",004795100,T20118,CW104147582,K029857.000,CW3304147582
"A treatise concerning the small-pox: In which a plain and easy method of curing that disease under its most direful symptoms, is discover'd. ... In a letter, written in the year 1716, to the learned Dr. John Bateman, ... by F. Bellinger, ...","Bellinger, Francis, d. 1721.",1721.,London :,"printed for the author: and sold by W. and J. Innys; and J. Roberts,",004903748,T51621,CW106814852,K046926.000,CW3306814852
"Ramah Droog: a comic opera, in three acts. As performed with universal applause at the Theatre-Royal, Covent-Garden. By James Cobb, Esq.","Cobb, James, 1756-1818.",1800.,London :,"printed by A. Strahan for T. N. Longman and O. Rees,",004900518,T46273,CW113131388,K043689.000,CW3313131388
Essays addressed to young married women:,"Griffith, Mrs. (Elizabeth), 1720?-1793.",1782.,London :,"printed for T. Cadell; and J. Robson,",004842224,T68343,CW116578960,K058457.000,CW3316578960
"Observations on the western parts of England, relative chiefly to picturesque beauty: To which are added, a few remarks on ... the Isle of Wight. By William Gilpin, ...","Gilpin, William, 1724-1804.",1798.,London :,"printed for T. Cadell jun. and W. Davies,",004809011,T5380,CW102072674,K022898.000,CW3302072674
"Dr Goldsmith's history of Greece, abridged, for the use of schools:","Goldsmith, Oliver, 1730?-1774.",1787.,London :,"printed for J. F. and C. Rivington, L. Davis, T. Longman, B. Law, G. G.J. and J. Robinson [and 5 others in London],",004897189,T146056,CW101873204,K113570.000,CW3301873204
"Observations on the bills of mortality, in Carlisle: for the year 1779.","Heysham, John, 1753-1834.",1780?],"[Carlisle,",,004770555,N10736,CW108118213,K006421.000,CW3308118213
Prose on several occasions: accompanied with some pieces in verse. By George Colman. ...,"Colman, George, 1732-1794.",1787.,London :,"printed for T. Cadel,",004896414,T144948,CW113408123,K112795.003,CW3313408737
"Henry and Rosamond: A tragedy. Dedicated to Sir John Philipps, Bart. By William Hawkins, ...","Hawkins, William, 1722-1801.",1749.,London :,"printed for William Owen,",004787574,N7196,CW109795017,K004329.000,CW3309795017
The first epistle of the first book of Horace imitated: By Mr. Pope.,"Pope, Alexander, 1688-1744.",1737 [1738],London :,"printed for R. Dodsley, and sold by T. Cooper,",004809258,T5661,CW113549784,K023128.000,CW3313549784
"A proposal for putting a speedy end to the war, by ruining the commerce of the French and Spaniards: and securing our own, without any additional expence to the nation.","Dennis, John, 1657-1734.",1703.,London :,"printed for Daniel Brown, and Andrew Bell,",004871219,T108995,CW105674049,K087514.000,CW3305674049
"A further account of the most deplorable condition of Mr. Edmund Curll, bookseller. Since his being poison'd on the 28th of March. To be publish'd weekly:","Pope, Alexander, 1688-1744.",1716.,London :,"printed, and sold by all the publishers, mercuries, and hawkers, within the bills of mortality,",004809268,T5675,CW105492159,K023138.000,CW3305492159
"The difference, between words, esteemed synonymous: in the English language; and, the proper choice of them determined: together with, so much of Abbé Girard's Treatise, on this subject, as would agree, with our mode of expression. ... In two volumes. ...","Trusler, John, 1735-1820.",1766.,London :,"printed, for J. Dodsley,",004892937,T138546,CW110664577,K109292.002,CW3310664815
The Rambler.:,"Johnson, Samuel, 1709-1784.",1752.,London :,"printed for J. Payne and J. Bouquet,",004772607,N13484,CW116217636,K008295.001,CW3316217636
"A political romance: addressed to - -, Esq. of York. To which is subjoined a key ...","Sterne, Laurence, 1713-1768.",1759.,York :,"printed in the year,",004771396,N11920,CW111078083,K007192.000,CW3311078083
"A dialogue between a dissenter and the Observator, concerning The shortest way with the dissenters:","Defoe, Daniel, 1661?-1731.",1703.,London :,"printed in the year,",004802006,T32970,CW104432178,K035868.000,CW3304432178
"A whipping for the Welch parson: Being a comment on the Rev. Mr. Evan Lloyd's Epistle to David Garrick, Esq. By Scriblerius Flagellarius. To which is superadded the parson's text.","Kenrick, W. (William), 1725?-1779.",1773.,London :,"printed for T. Evans,",004792446,T14669,CW123999320,K027590.000,CW3323999320
A complete history of the English stage: ... by Mr. Dibdin. ...,"Dibdin, Charles, 1745-1814.",[1800],London :,"printed for the author, and sold by him at his warehouse,",004892642,T138159,CW102746846,K108995.002,CW3302747242
A brief concordance to the holy scriptures: of the Old and New Testament. ... By John Brown. ...,"Brown, John, 1722-1787.",1783.,Edinburgh :,"printed by and for Gavin Alston. Sold by J. Matthews, London,",004882044,T123117,CW117728531,K098362.000,CW3317728531
An enquiry into the disposal of the equivalent:,"Defoe, Daniel, 1661?-1731.",1706],"[Edinburgh,",,004787643,N7322,CW106554052,K004390.000,CW3306554052
"The poor soldier: a comic opera. In two acts. With all the original songs. Written by John O'Keefe, Esq; ... As acted at the Theatre-Royal, Covent Garden.","O'Keeffe, John, 1747-1833.",1784.,Dublin :,"printed by M. Doyle,",004840505,T66001,CW111827649,K056734.000,CW3311827649
"Poems occasion'd by reading the travels of Captain Lemuel Gulliver, explanatory and commendatory:","Pope, Alexander, 1688-1744.",1727.,Dublin :,"printed by and for J. Hyde,",004809328,T5745,CW124763043,K023191.000,CW3324763043
"A comparative statement of the two bills, for the better government of the British possessions in India: brought into Parliament by Mr. Fox and Mr. Pitt. With explanatory observations. By R. B. Sheridan, Esq.","Sheridan, Richard Brinsley, 1751-1816.",1788.,Dublin :,"printed by P. Byrne,",004814238,T164973,CW106034989,K118343.000,CW3306034989
Considerations on publick credit. In a letter to a Member of Parliament:,"Defoe, Daniel, attributed name. 1661?-1731,",1724.,London :,"printed for J. Roberts,",004834061,T56879,CW103788358,K050278.000,CW3303788358
A Sicilian romance: By the authoress of the castles of Athlin and Dunbayne. In two volumes. ...,"Radcliffe, Ann Ward, 1764-1823.",MDCCLXC [1790],London :,"printed for T. Hookham,",004837680,T62068,CW114411031,K053907.001,CW3314411031
The general. A poem: Respectfully inscribed to the Right Honourable the Marquis of Granby. By the author of A trip to the moon.,"Gentleman, Francis, 1728-1784.",1764.,London :,"printed for W. Nicoll, and W. Bristow; and C. Etherington, in York,",004772350,N1306,CW124700636,K000791.000,CW3324700636
"A brief deduction of the original, progress, and immense greatness of the British woollen manufacture: with an enquiry whether it be not at present in a very declining condition: ...","Defoe, Daniel, 1661?-1731.",1727.,London :,"printed; and sold by J. Roberts, and A. Dodd,",004834051,T56866,CW106702668,K050268.000,CW3306702668
"Letters containing a sketch of the politics of France: from the thirty-first of May 1793, till the twenty-eighth of July 1794, and of the scenes which have passed in the prisons of Paris. By Helen Maria Williams. ...","Williams, Helen Maria, 1762-1827.",1795.,London :,"printed for G. G. and J. Robinson,",004843695,T70504,CW102560724,K059933.002,CW3302561017
