File,TITLE,AUTHOR,Gender (manual),DATE,PUBPLACE,PUBLISHER,DLPS,ESTC,DocNo,TCP,GaleDocNo
hdrs2dat.ecco.201205,The castles of Athlin and Dunbayne: A Highland story.,"Radcliffe, Ann Ward, 1764-1823.",female,1789.,London :,"printed for T. Hookham,",004773836,N14983,CW114299090,K009421.000,CW3314299090
hdrs2dat.ecco.201205,"The natural history of British insects: explaining them in their several states, with the periods of their transformations, their food, œconomy, &c. Together with the history of such minute insects as require investigation by the microscope. The whole illustrated by coloured figures, ... By E. Donovan.","Donovan, E. (Edward), 1768-1837.",initials,1792-1801.,London :,"printed for the author, and for F. and C. Rivington,",004861747,T96891,CW108360398,K078024.003,CW3308360638
hdrs2dat.ecco.201205,"Sunday reading. Bear ye one another's burthens: or, the valley of tears: a vision.","More, Hannah, 1745-1833.",female,[1795],[London] :,"Sold by J. Marshall, and R. White, London. By S. Hazard, at Bath,",004902204,T48845,CW116021479,K045376.000,CW3316021479
hdrs2dat.ecco.201205,"Memoirs of his own life: by Tate Wilkinson, ... In four volumes. ...","Wilkinson, Tate, 1739-1803.",male,1790.,York :,"printed for the author, by Wilson, Spence, and Mawman; and sold by G. G. J. and J. Robinson; and T. and J. Egerton, London. Anno,",004887197,T130421,CW101728147,K103528.001,CW3301728147
hdrs2dat.ecco.201205,"An essay on the principle of population, as it affects the future improvement of society. With remarks on the speculations of Mr. Godwin, M. Condorcet, and other writers:","Malthus, T. R. (Thomas Robert), 1766-1834.",initials,1798.,London :,"printed for J. Johnson,",004860797,T95674,CW104783583,K077073.000,CW3304783583
hdrs2dat.ecco.201205,"Iconographia Scotica: or portraits of illustrious persons of Scotland engraved from the most authentic paintings &c with short biographical notices. By John Pinkerton, ...","Pinkerton, John, 1758-1826.",male,1797.,London :,"printed for I. Herbert; Barrett,",004889685,T133814,CW106160678,K106025.000,CW3306160678
hdrs2dat.ecco.201205,"The natural history of British birds: or, a selection of the most rare, beautiful, and interesting birds which inhabit this country: the descriptions from the Systema naturæ of Linnæus; with general observations, either original, or collected ... By E. Donovan, F.L.S. In five volumes. ...","Donovan, E. (Edward), 1768-1837.",initials,1799.,London :,"printed for the author; and for F. and C. Rivington,",004864381,T100223,CW108361572,K080662.004,CW3308361803
hdrs2dat.ecco.201205,"A vindication of The age of reason, by Thomas Paine: being an answer to the strictures of Mr. Gilbert Wakefield and Dr. Priestley, ... By Thomas Dutton.","Dutton, Thomas, 18th/19th cent.",male,1795.,London :,"printed for Griffiths and Co.,",004873557,T112223,CW122539448,K089860.000,CW3322539448
hdrs2dat.ecco.201205,A simple story: In four volumes. By Mrs. Inchbald.,"Inchbald, Mrs., 1753-1821.",female,1791.,London :,"printed for G. G. J. and J. Robinson,",004890413,T134770,CW116474202,K106754.004,CW3316474916
hdrs2dat.ecco.201205,"The apprentice turned master: or, the second part of the two shoemakers. ...","More, Hannah, 1745-1833.",female,[1796],[London] :,"Sold by J. Marshall, and R. White, London. By S. Hazard, at Bath; and by all booksellers, newsmen, and hawkers, in town and country,",004796393,T22338,CW116021677,K031002.000,CW3316021677
hdrs2dat.ecco.201205,Atheism refuted: in a discourse to prove the existence of a God.,"Paine, Thomas, 1737-1809.",male,1798.,London :,"printed for J. Johnson,",004809378,T5801,CW122973323,K023236.000,CW3322973323
hdrs2dat.ecco.201205,"Address and declaration, of the friends of universal peace and liberty: held at the Thatched House Tavern, St. James's Street. August 20th. 1791. By Thomas Paine, ... Together with some verses, by the same author, ...","Paine, Thomas, 1737-1809.",male,1791?],"[London,",,004809366,T5788,CW103827271,K023226.000,CW3303827271
hdrs2dat.ecco.201205,Celestina: A novel. In four volumes. By Charlotte Smith. ...,"Smith, Charlotte Turner, 1749-1806.",female,1791.,London :,"printed for T. Cadell,",004845840,T73501,CW110688788,K062088.004,CW3310689376
hdrs2dat.ecco.201205,"The Italian: or the confessional of the black penitents. A romance. By Ann Radcliffe, ... In three volumes. ...","Radcliffe, Ann Ward, 1764-1823.",female,1797.,London :,"printed for T. Cadell Jun. and W. Davies (successors to Mr. Cadell),",004837677,T62064,CW111650033,K053904.002,CW3310964504
hdrs2dat.ecco.201205,The history of idle Jack Brown: ... being the third part of The two shoemakers.,"More, Hannah, 1745-1833.",female,[1796?],[London] :,"Sold by J. Marshall, and R. White London. By S. Hazard at Bath,",004804046,T36383,CW116021511,K037835.000,CW3316021511
hdrs2dat.ecco.201205,Anna St. Ives: a novel. By Thomas Holcroft. ...,"Holcroft, Thomas, 1745-1809.",male,1792.,London :,"printed for Shepperson and Reynolds,",004893876,T139809,CW110673864,K110238.005,CW3310674567
hdrs2dat.ecco.201205,The end of oppression: being a dialogue between an old mechanic and a young one. Concerning the establishment of the rights of man.,"Spence, Thomas, 1750-1814.",male,[1795],London :,"printed for the author, and sold by T. Spence,",004808956,T5300,CW105070478,K022849.000,CW3305070478
hdrs2dat.ecco.201205,The Sunday school:,"More, Hannah, 1745-1833.",female,[1796],[London] :,"Sold by J. Marshall, and R. White, London. By S. Hazard, at Bath, J. Elder, at Edinburgh,",004902267,T48914,CW118919275,K045439.000,CW3318919275
hdrs2dat.ecco.201205,"Sunday reading. The servant man turned soldier; or, the fair weather Christian, A parable:","More, Hannah, 1745-1833.",female,[1796],[London] :,"Sold by J. Marshall, and R. White, London. By S. Hazard, at Bath; J. Elder, at Edinburgh,",004902257,T48903,CW120374938,K045429.000,CW3320374938
hdrs2dat.ecco.201205,Proposals for publishing a new and improved edition of Shakspeare illustrated. By Charlotte Lennox:,"Lennox, Charlotte, ca. 1729-1804.",female,1796?],"[London,",,004771772,N12361,CW110407239,K007545.000,CW3310407239
hdrs2dat.ecco.201205,"The travellers in Switzerland: A comic opera, in three acts: as performed at the Theatre Royal, Covent Garden. By Mr. Bate Dudley.","Dudley, H. Bate, Sir (Henry Bate), 1745-1824.",initials,1794.,London :,"printed for J. Debrett,",004900010,T45426,CW106675407,K043181.000,CW3306675407
hdrs2dat.ecco.201205,The question as it stood in March 1798:,"Francis, Philip, Sir, 1740-1818.",male,[1798],London :,"printed for R. Faulder; H. D. Symonds; and Messrs. Richardsons,",004855634,T88489,CW105704090,K071903.000,CW3305704090
hdrs2dat.ecco.201205,"The natural history of birds: From the French of the Count de Buffon. Illustrated with engravings; and a preface, notes, and additions, by the translator. In nine volumes. ...","Buffon, Georges Louis Leclerc, comte de, 1707-1788.",male,1793.,London :,"printed for A. Strahan, and T. Cadell; and J. Murray,",004893396,T139140,CW109028249,K109756.001,CW3309028249
hdrs2dat.ecco.201205,Anna St. Ives: a novel. By Thomas Holcroft. ...,"Holcroft, Thomas, 1745-1809.",male,1792.,London :,"printed for Shepperson and Reynolds,",004893876,T139809,CW110673864,K110238.004,CW3310674327
hdrs2dat.ecco.201205,Ode on His Majesty's recovery: by the author of Sympathy and humanity.,"Pratt, Mr. (Samuel Jackson), 1749-1814.",male,1789.,London :,"printed at the Logographic Press; and sold by J. Watter,",004853298,T85345,CW113803360,K069565.000,CW3313803360
hdrs2dat.ecco.201205,"Literary memoirs of living authors of Great Britain: arranged according to an alphabetical catalogue ... and including a list of their works, with occasional opinions upon their literary character. In two volumes. ...","Rivers, David.",male,1798.,London :,"printed for R. Faulder. Sold also by T. Egerton; and W. Richardson,",004848575,T78058,CW100158338,K064831.002,CW3300158727
hdrs2dat.ecco.201205,"The woodman: a comic opera, in three acts; as performed at the Theatre-Royal, Covent-Garden, with universal applause. By Mr. Bate Dudley.","Dudley, H. Bate, Sir (Henry Bate), 1745-1824.",initials,1791.,London :,"printed by T. Rickaby, for T. Cadell,",004832075,T53732,CW114860110,K048291.000,CW3314860110
hdrs2dat.ecco.201205,"A letter from Pennsylvania to a friend in England: containing valuable information with respect to America. By L. J. Jardine, M.D:","Jardine, L. J., fl. 1795.",initials,1795.,Bath :,"printed by R. Cruttwell; and sold by Dilly, London; Lloyd, and Cottle, Bristol; and Bull and Co. and Evans, Bath,",004872418,T110499,CW103988101,K088713.000,CW3303988101
hdrs2dat.ecco.201205,"An English accidence: or, abstract of grammar; for the use of those who, without making grammar a study, wish to speak and write correctly. With rules for reading prose and verse. By the Rev. Dr. John Trusler.","Trusler, John, 1735-1820.",male,[1790?],London :,"printed for the author, and sold by R. Baldwin,",004837015,T61211,CW113589175,K053241.000,CW3313589175
hdrs2dat.ecco.201205,"The parent's assistant; or, stories for children. Part I. Containing, The Little Dog Trusty; OR, The Liar And Boy Of Truth. The Orange Man; OR, The Honest Boy And The Thief. Tarlton. Lazy Lawrence. The False Key: and Barring-Out. To which is prefixed, an address to parents.","Edgeworth, Maria, 1767-1849.",female,1796.,London :,"printed for J. Johnson, In St. Paul's Church-Yard,",004889437,T133446,CW3316100708,K105776.001,CW3316910434
hdrs2dat.ecco.201205,A vindication of the rights of woman: with strictures on political and moral subjects. By Mary Wollstonecraft.,"Wollstonecraft, Mary, 1759-1797.",female,1792.,London :,"printed for J. Johnson,",004903441,T50903,CW104687182,K046614.000,CW3304687182
hdrs2dat.ecco.201205,"Mr. Burke's speech, in Westminster-Hall, on the 18th and 19th of February, 1788: with explanatory notes. ... With a preface, ...","Burke, Edmund, 1729-1797.",male,1792.,London :,"printed for J. Debrett,",004782733,N35246,CW104792273,K016912.000,CW3304792273
hdrs2dat.ecco.201205,"The natural history of British birds: or, a selection of the most rare, beautiful, and interesting birds which inhabit this country: the descriptions from the Systema naturæ of Linnæus; with general observations, either original, or collected ... By E. Donovan, F.L.S. In five volumes. ...","Donovan, E. (Edward), 1768-1837.",initials,1799.,London :,"printed for the author; and for F. and C. Rivington,",004864381,T100223,CW108361572,K080662.005,CW3308361921
hdrs2dat.ecco.201205,Bishop Bonner's ghost:,"More, Hannah, 1745-1833.",female,1789.,[Twickenham] :,"Strawberry-Hill: Printed by Thomas Kirgate,",004796659,T22825,CW113450273,K031233.000,CW3313450273
hdrs2dat.ecco.201205,Dan and Jane: or faith and works. A tale.,"More, Hannah, 1745-1833.",female,[1796],[London] :,"Sold by J. Marshall, London. By S. Hazard, at Bath; J. Elder at Edinburgh, and by all booksellers, newsmen, and hawkers, in town and country,",004801368,T32045,CW117059022,K035269.000,CW3317059022
hdrs2dat.ecco.201205,Le tocsin! or the address of Citizen Famine!!! to the oppressors of his counry. [sic]:,"Famine, Citizen.",occupation (n?),1793?],"[London,",,004903631,T51439,CW105050929,K046809.000,CW3305050929
hdrs2dat.ecco.201205,"The natural history of British insects: explaining them in their several states, with the periods of their transformations, their food, œconomy, &c. Together with the history of such minute insects as require investigation by the microscope. The whole illustrated by coloured figures, ... By E. Donovan.","Donovan, E. (Edward), 1768-1837.",initials,1792-1801.,London :,"printed for the author, and for F. and C. Rivington,",004861747,T96891,CW108360398,K078024.002,CW3308360517
hdrs2dat.ecco.201205,"Memoirs of his own life: by Tate Wilkinson, ... In four volumes. ...","Wilkinson, Tate, 1739-1803.",male,1790.,York :,"printed for the author, by Wilson, Spence, and Mawman; and sold by G. G. J. and J. Robinson; and T. and J. Egerton, London. Anno,",004887197,T130421,CW101728147,K103528.004,CW3301935762
hdrs2dat.ecco.201205,"A day in Turkey: or, the Russian slaves. A comedy, as acted at the Theatre Royal, in Covent Garden. By Mrs. Cowley.","Cowley, Mrs. (Hannah), 1743-1809.",female,1792.,London :,"printed for G. G. J. and J. Robinson,",004832000,T53650,CW110152459,K048216.000,CW3310152459
hdrs2dat.ecco.201205,"The natural history of British insects: explaining them in their several states, with the periods of their transformations, their food, œconomy, &c. Together with the history of such minute insects as require investigation by the microscope. The whole illustrated by coloured figures, ... By E. Donovan.","Donovan, E. (Edward), 1768-1837.",initials,1792-1801.,London :,"printed for the author, and for F. and C. Rivington,",004861747,T96891,CW108360398,K078024.006,CW3308361006
hdrs2dat.ecco.201205,The shepherd of Salisbury-Plain. Part I:,"More, Hannah, 1745-1833.",female,[1795],[London] :,"Sold by J. Marshall and R. White, London. By S. Hazard, at Bath: and by all booksellers, newsmen, and hawkers, in town and country,",004901746,T48035,CW117057788,K044918.000,CW3317057788
hdrs2dat.ecco.201205,"False impressions: a comedy in five acts. Performed at the Theatre Royal, Covent Garden. By Richard Cumberland, Esq.","Cumberland, Richard, 1732-1811.",male,1797.,London :,"printed for C. Dilly,",004803403,T35272,CW110147067,K037200.000,CW3310147067
hdrs2dat.ecco.201205,"Love's victims: the hermit's story. By the author of The prize, No song no supper, &c:","Hoare, Prince, 1755-1834.",male,1793.,London :,"printed for T. Cadell,",004809563,T6174,CW113549804,K023394.000,CW3313549804
hdrs2dat.ecco.201205,"The natural history of British birds: or, a selection of the most rare, beautiful, and interesting birds which inhabit this country: the descriptions from the Systema naturæ of Linnæus; with general observations, either original, or collected ... By E. Donovan, F.L.S. In five volumes. ...","Donovan, E. (Edward), 1768-1837.",initials,1799.,London :,"printed for the author; and for F. and C. Rivington,",004864381,T100223,CW108361572,K080662.001,CW3308361572
hdrs2dat.ecco.201205,The view of Hindoostan.:,"Pennant, Thomas, 1726-1798.",male,1798-1800.,London :,"printed by Henry Hughs,",004897129,T145965,CW102877464,K113510.003,CW3302878168
hdrs2dat.ecco.201205,A simple story: In four volumes. By Mrs. Inchbald.,"Inchbald, Mrs., 1753-1821.",female,1791.,London :,"printed for G. G. J. and J. Robinson,",004890413,T134770,CW116474202,K106754.001,CW3316474202
hdrs2dat.ecco.201205,"Dangers incidental to the clerical character: stated, in a sermon, preached before the University of Cambridge, at Great St. Mary's Church, on Sunday July 5th, being commencement Sunday, by William Paley, ...","Paley, William, 1743-1805.",male,1795.,London :,"printed for R. Faulder,",004847523,T76203,CW123278672,K063778.000,CW3323278672
hdrs2dat.ecco.201205,"The natural history of British shells: ... By E. Donovan, ...","Donovan, E. (Edward), 1768-1837.",initials,1799-1803.,London :,"printed for the author, and for F. and C. Rivington,",004797759,T26350,CW108527500,K032080.002,CW3308362025
hdrs2dat.ecco.201205,"An address to young ministers. By John Brown,:","Brown, John, 1722-1787.",male,1799.,London :,"printed for T. Chapman,",004869532,T106886,CW122132055,K085823.000,CW3322132055
hdrs2dat.ecco.201205,Sunday reading. The pilgrims. An allegory:,"More, Hannah, 1745-1833.",female,[1796],[London] :,"Sold by J. Marshall, London. By S. Hazard, at Bath; J. Elder, at Edinburgh,",004902256,T48902,CW120374953,K045428.000,CW3320374953
hdrs2dat.ecco.201205,Celestina: A novel. In four volumes. By Charlotte Smith. ...,"Smith, Charlotte Turner, 1749-1806.",female,1791.,London :,"printed for T. Cadell,",004845840,T73501,CW110688788,K062088.001,CW3310688788
hdrs2dat.ecco.201205,"Letter from Mr. Francis to Lord North, late Earl of Guildford. With an appendix:","Francis, Philip, Sir, 1740-1818.",male,[1793?],London :,"printed for J. Debrett,",004857903,T91434,CW115017214,K074174.000,CW3315017214
hdrs2dat.ecco.201205,"Three short letters to the people of England, proving the public grievances complained of to be ideal: By the Revd. Dr. John Trusler.","Trusler, John, 1735-1820.",male,1790?],"[London,",,004862597,T98023,CW104914570,K078874.000,CW3304914570
hdrs2dat.ecco.201205,"The meridian sun of liberty; or, the whole rights of man displayed and most accurately defined, in a lecture read at the Philosophical Society in Newcastle, on the 8th of November, 1775, ... To which is now first prefixed, by way of preface, a most important dialogue between the citizen reader, and the author. By T. Spence:","Spence, Thomas, 1750-1814.",male,1796.,London :,"printed for the author,",004808953,T5299,CW103805858,K022848.000,CW3303805858
hdrs2dat.ecco.201205,Poems by Mr. Jerningham:,"Jerningham, Mr. (Edward), 1737?-1812.",male,1796.,London :,"printed for J. Robson,",004891467,T136411,CW100109165,K107811.002,CW3300109376
hdrs2dat.ecco.201205,"Paine's address to the republic of France; September 25, 1792:","Paine, Thomas, 1737-1809.",male,[1792?],London :,"printed by W. Holland,",004809367,T5789,CW104144081,K023227.000,CW3304144081
hdrs2dat.ecco.201205,"A discourse delivered by Thomas Paine, at the Society of the Theophilanthropists, at Paris, 1798:","Paine, Thomas, 1737-1809.",male,[1798?],[London] :,"Printed and sold by Thomas Clio Rickman, No. 7, Upper Mary-le-bonne street,",004809379,T5802,CW123319866,K023237.000,CW3323319866
hdrs2dat.ecco.201205,The poetical works: of Thomas Gray. With the life of the author. Cooke's edition. Embellished with superb engravings.,"Gray, Thomas, 1716-1771.",male,[1799],London :,"printed for C. Cooke; and sold by all the booksellers in Great Britain and Ireland,",004859011,T93222,CW110583073,K075282.000,CW3310583073
hdrs2dat.ecco.201205,"The apprentice's monitor; or, indentures in verse, shewing what they are bound to do:","More, Hannah, 1745-1833.",female,[1795],[Bath] :,"Sold by S. Hazard, printer to the Cheap Repository for religious and moral tracts) at Bath; J. Marshall, at the Cheap Repositories, No. 27 Queen-street, Cheap-side, and No. 4, Aldermary Churchyard; and R. White, Piccadilly, London; and by all booksellers, newsmen, and hawkers, in town and country,",004796394,T22341,CW113475707,K031003.000,CW3313475707
hdrs2dat.ecco.201205,"The interesting narrative of the life of Olaudah Equiano: or Gustavus Vassa, the African. Written by himself.","Equiano, Olaudah, b. 1745.",male,[1789],London :,"printed and sold for the author, by T. Wilkins, sold also by Mr. Johnson; Mr. Buckland; Messrs Robson and Clark; Mr. Davis; Mr. Matthews [and 3 others in London] and the booksellers in Oxford and Cambridge,",004837188,T61470,CW101534748,K053415.001,CW3301534748
hdrs2dat.ecco.201205,"Observations on the River Wye: and several parts of South Wales, &c. relative chiefly to picturesque beauty; made in the summer of the year 1770, second edition, by William Gilpin, ...","Gilpin, William, 1724-1804.",male,1789.,London :,"printed for R. Blamire,",004863361,T98996,CW125237666,K079640.000,CW3325237666
hdrs2dat.ecco.201205,The fair Hibernian: In two volumes. ...,,unsigned,1789.,London :,"printed by John Crowder, for G.G.J. and J. Robinson,",004879601,T119711,CW113619138,K095919.001,CW3313619138
hdrs2dat.ecco.201205,"The natural history of birds: From the French of the Count de Buffon. Illustrated with engravings; and a preface, notes, and additions, by the translator. In nine volumes. ...","Buffon, Georges Louis Leclerc, comte de, 1707-1788.",male,1793.,London :,"printed for A. Strahan, and T. Cadell; and J. Murray,",004893396,T139140,CW109028249,K109756.004,CW3309362253
hdrs2dat.ecco.201205,Anna St. Ives: a novel. By Thomas Holcroft. ...,"Holcroft, Thomas, 1745-1809.",male,1792.,London :,"printed for Shepperson and Reynolds,",004893876,T139809,CW110673864,K110238.001,CW3310673864
hdrs2dat.ecco.201205,"The whole proceedings on the trial of an information exhibited ex officio by the King's Attorney-General against Thomas Paine: for a libel upon the Revolution and settlement of the Crown and regal government as by law established; ... Tried by a special jury in the Court of King's Bench, Guildhall, on Tuesday, the 18th of December, 1792. ... Taken in short-hand by Joseph Gurney.","Paine, Thomas, 1737-1809.",male,1793.,London :,"sold by Martha Gurney,",004809449,T5904,CW124474648,K023302.000,CW3324474648
hdrs2dat.ecco.201205,Ode in honour of the nuptials of Their Royal Highnesses the Prince and Princess of Wales: written and composed by Mr. Dibdin.,"Dibdin, Charles, 1745-1814.",male,[1795],London :,"printed by the author, & sold at his warehouse,",004770366,N10530,CW110199264,K006240.000,CW3310199264
hdrs2dat.ecco.201205,"The natural history of British shells: ... By E. Donovan, ...","Donovan, E. (Edward), 1768-1837.",initials,1799-1803.,London :,"printed for the author, and for F. and C. Rivington,",004797759,T26350,CW108527500,K032080.003,CW3308362153
hdrs2dat.ecco.201205,"The history of Hester Wilmot; or, the new gown. Part II. Being a continuation of The Sunday school:","More, Hannah, 1745-1833.",female,[1796],[London] :,"Sold by J. Marshall, London. By S. Hazard, at Bath; J. Elder, at Edinburgh,",004813657,T162265,CW102469750,K117762.000,CW3302469750
hdrs2dat.ecco.201205,"A letter from the Right Honourable Edmund Burke to a noble lord: on the attacks made upon him and his pension, in the House of Lords, by the Duke of Bedford and the Earl of Lauderdale, early in the present sessions of Parliament.","Burke, Edmund, 1729-1797.",male,1796.,London :,"printed for J. Owen, and F. and C. Rivington,",004798579,T2758,CW105571400,K021676.000,CW3305571400
hdrs2dat.ecco.201205,Sunday reading. The grand assizes: or general goal delivery.,"More, Hannah, 1745-1833.",female,[1796],[London] :,"Sold by J. Marshall; London. By S. Hazard, at Bath,",004902245,T48890,CW118939446,K045417.000,CW3318939446
hdrs2dat.ecco.201205,"Lines, &c: By Thomas Paine, [sic]","Paine, Thomas, 1737-1809.",male,1790?],"[London,",,004825008,T213594,CW116671185,K129212.000,CW3316671185
hdrs2dat.ecco.201205,"A tour through Sweden, Swedish-Lapland, Finland and Denmark: In a series of letters, illustrated with engravings. By Matthew Consett, Esq.","Consett, Matthew.",male,[1789],Stockton :,"printed by R. Christopher, for the author, 1789. And sold by W. Goldsmith; and T. Lewis, London,",004847025,T75355,CW112541428,K063274.000,CW3312541428
hdrs2dat.ecco.201205,A tract on duelling: wherein the opinions of some of the most celebrated writers on crown law are examined and corrected ... in order to ascertain the due distinction between manslaughter and murder. By Granville Sharp.,"Sharp, Granville, 1735-1813.",male,1790.,London :,"(first printed in 1773) Second edition with additions printed for B. White and Son; and C. Dilly,",004892691,T138216,CW117727899,K109045.000,CW3317727899
hdrs2dat.ecco.201205,"The natural history of British insects: explaining them in their several states, with the periods of their transformations, their food, œconomy, &c. Together with the history of such minute insects as require investigation by the microscope. The whole illustrated by coloured figures, ... By E. Donovan.","Donovan, E. (Edward), 1768-1837.",initials,1792-1801.,London :,"printed for the author, and for F. and C. Rivington,",004861747,T96891,CW108360398,K078024.007,CW3308361119
hdrs2dat.ecco.201205,"Observations relative chiefly to picturesque beauty, made in the year 1776: on several parts of Great Britain; particularly the High-lands of Scotland. ... By William Gilpin, ...","Gilpin, William, 1724-1804.",male,1789.,London :,"printed for R. Blamire,",004864140,T99923,CW103422368,K080421.001,CW3303422368
hdrs2dat.ecco.201205,"Robert and Richard; or, the ghost of poor Molly: who was drowned in Richard's mill pond. To the tune of Collins's Mulberry tree.","More, Hannah, 1745-1833.",female,[1796?],[London] :,"Sold by J. Marshall, and R. White, London. By S. Hazard, at Bath; and by all booksellers, newsmen, and hawkers, in town and country,",004821688,T194204,CW105975269,K125842.000,CW3305975269
hdrs2dat.ecco.201205,"The plum-cakes; or, the farmer and his three sons:","More, Hannah, 1745-1833.",female,[1796?],[London] :,"Sold by J. Marshall; London. By S. Hazard, at Bath, and by all booksellers, newsmen, and hawkers in town and country,",004807965,T42504,CW116565138,K041503.000,CW3316565138
hdrs2dat.ecco.201205,"Speech of Mr. Sheridan, in the House of Commons, on Friday the 21st of April, 1798: on the motion to address His Majesty, on the present alarming state of affairs.","Sheridan, Richard Brinsley, 1751-1816.",male,1798],"[London?,",,004857289,T90654,CW117763340,K073560.000,CW3317763340
hdrs2dat.ecco.201205,"The natural history of British insects: explaining them in their several states, with the periods of their transformations, their food, œconomy, &c. Together with the history of such minute insects as require investigation by the microscope. The whole illustrated by coloured figures, ... By E. Donovan.","Donovan, E. (Edward), 1768-1837.",initials,1792-1801.,London :,"printed for the author, and for F. and C. Rivington,",004861747,T96891,CW108360398,K078024.005,CW3308360873
hdrs2dat.ecco.201205,"Rights of man. Part the second. Combining principle and practice. By Thomas Paine,:","Paine, Thomas, 1737-1809.",male,1792.,London :,"printed for J. S. Jordan,",004809434,T5881,CW104236313,K023287.000,CW3304236313
hdrs2dat.ecco.201205,"The natural history of British birds: or, a selection of the most rare, beautiful, and interesting birds which inhabit this country: the descriptions from the Systema naturæ of Linnæus; with general observations, either original, or collected ... By E. Donovan, F.L.S. In five volumes. ...","Donovan, E. (Edward), 1768-1837.",initials,1799.,London :,"printed for the author; and for F. and C. Rivington,",004864381,T100223,CW108361572,K080662.002,CW3308527405
hdrs2dat.ecco.201205,A simple story: In four volumes. By Mrs. Inchbald.,"Inchbald, Mrs., 1753-1821.",female,1791.,London :,"printed for G. G. J. and J. Robinson,",004890413,T134770,CW116474202,K106754.002,CW3316474448
hdrs2dat.ecco.201205,"The national advocates, a poem. Affectionately inscribed to the Honourable Thomas Erskine, and Vicary Gibbs, Esquire:","Hayley, William, 1745-1820.",male,1795.,London :,"printed for J. Debrett,",004806075,T39611,CW111512492,K039838.000,CW3311512492
hdrs2dat.ecco.201205,"The natural history of British shells: ... By E. Donovan, ...","Donovan, E. (Edward), 1768-1837.",initials,1799-1803.,London :,"printed for the author, and for F. and C. Rivington,",004797759,T26350,CW108527500,K032080.001,CW3308527500
hdrs2dat.ecco.201205,Celestina: A novel. In four volumes. By Charlotte Smith. ...,"Smith, Charlotte Turner, 1749-1806.",female,1791.,London :,"printed for T. Cadell,",004845840,T73501,CW110688788,K062088.002,CW3311129605
hdrs2dat.ecco.201205,Poems by Mr. Jerningham:,"Jerningham, Mr. (Edward), 1737?-1812.",male,1796.,London :,"printed for J. Robson,",004891467,T136411,CW100109165,K107811.001,CW3300109165
hdrs2dat.ecco.201205,Anna St. Ives: a novel. By Thomas Holcroft. ...,"Holcroft, Thomas, 1745-1809.",male,1792.,London :,"printed for Shepperson and Reynolds,",004893876,T139809,CW110673864,K110238.003,CW3310674079
hdrs2dat.ecco.201205,"Pity's gift: a collection of interesting tales, to excite the compassion of youth for the animal creation. Ornamented with vignettes. From the writings of Mr. Pratt. Selected by a lady:","Pratt, Mr. (Samuel Jackson), 1749-1814.",male,1798.,London :,"printed for T.N. Longman; and E. Newbery,",004853684,T85824,CW117606045,K069951.000,CW3317606045
hdrs2dat.ecco.201205,"The interesting narrative of the life of Olaudah Equiano: or Gustavus Vassa, the African. Written by himself.","Equiano, Olaudah, b. 1745.",male,[1789],London :,"printed and sold for the author, by T. Wilkins, sold also by Mr. Johnson; Mr. Buckland; Messrs Robson and Clark; Mr. Davis; Mr. Matthews [and 3 others in London] and the booksellers in Oxford and Cambridge,",004837188,T61470,CW101534748,K053415.002,CW3301535045
hdrs2dat.ecco.201205,The fair Hibernian: In two volumes. ...,,unsigned,1789.,London :,"printed by John Crowder, for G.G.J. and J. Robinson,",004879601,T119711,CW113619138,K095919.002,CW3313619374
hdrs2dat.ecco.201205,"The fox-chace: A favourite hunting song, sung at the grand hunts of England.","O'Keeffe, John, 1747-1833.",male,1790?],"[London?,",,004827600,T224688,CW116204561,K131881.000,CW3316204561
hdrs2dat.ecco.201205,History of British birds: The figures engraved on wood by T. Bewick. Vol. I. Containing the history and description of land birds.,"Beilby, Ralph, 1743-1817.",male,1797.,Newcastle :,"printed by Sol. Hodgson, for Beilby & Bewick: sold by them and G. G. & J. Robinson, London,",004896799,T145497,CW108945423,K113180.001,CW3308945423
hdrs2dat.ecco.201205,"The mysteries of the castle: a dramatic tale, in three acts: as performed at the Theatre-Royal, Covent-Garden. Written by Miles Peter Andrews, Esq.","Andrews, Miles Peter, d. 1814.",male,1795.,London :,"printed by W. Woodfall. For T. N. Longman,",004796917,T2448,CW110780965,K021509.000,CW3310780965
hdrs2dat.ecco.201205,Anna St. Ives: a novel. By Thomas Holcroft. ...,"Holcroft, Thomas, 1745-1809.",male,1792.,London :,"printed for Shepperson and Reynolds,",004893876,T139809,CW110673864,K110238.002,CW3311122312
hdrs2dat.ecco.201205,Celestina: A novel. In four volumes. By Charlotte Smith. ...,"Smith, Charlotte Turner, 1749-1806.",female,1791.,London :,"printed for T. Cadell,",004845840,T73501,CW110688788,K062088.003,CW3310689063
hdrs2dat.ecco.201205,The view of Hindoostan.:,"Pennant, Thomas, 1726-1798.",male,1798-1800.,London :,"printed by Henry Hughs,",004897129,T145965,CW102877464,K113510.001,CW3302877464
hdrs2dat.ecco.201205,A simple story: In four volumes. By Mrs. Inchbald.,"Inchbald, Mrs., 1753-1821.",female,1791.,London :,"printed for G. G. J. and J. Robinson,",004890413,T134770,CW116474202,K106754.003,CW3316474705
