TITLE,AUTHOR,DATE,PUBPLACE,PUBLISHER,DLPS,ESTC,DocNo,TCP,GaleDocNo
"The natural history of birds: From the French of the Count de Buffon. Illustrated with engravings; and a preface, notes, and additions, by the translator. In nine volumes. ...","Buffon, Georges Louis Leclerc, comte de, 1707-1788.",1793.,London :,"printed for A. Strahan, and T. Cadell; and J. Murray,",004893396,T139140,CW109028249,K109756.005,CW3309873835
"A select collection of poems: with notes, biographical and historical.:",,1780-82.,London :,"printed by and for J. Nichols,",004859333,T93622,CW115281335,K075606.008,CW3314978556
"An account of the rise and progress of the beech-oil invention, ... as also, what is further design'd in that undertaking. By Aaron Hill Esq:","Hill, Aaron, 1685-1750.",1715.,London :,"printed in the year,",004794589,T18715,CW108593698,K029460.000,CW3308593698
"The adventures of Peregrine Pickle: In which are included, Memoirs of a lady of quality. In four volumes. ...","Smollett, Tobias George, 1721-1771.",1751.,London :,"printed for the author: and sold by D. Wilson,",004833119,T55344,CW113059663,K049335.001,CW3313059663
"The siege of Sinope: A tragedy. As it is acted at the Theatre Royal, in Covent-Garden. By Mrs. Brooke, ...","Brooke, Frances, 1724?-1789.",1781.,London :,"printed for T. Cadell,",004869615,T106995,CW106677597,K085906.000,CW3306677597
"Loose hints upon education, chiefly concerning the culture of the heart:","Kames, Henry Home, Lord, 1696-1782.",1781.,Edinburgh :,"printed for John Bell; and John Murray, London,",004835212,T58640,CW104922768,K051430.000,CW3304922768
"Remarks on two late pamphlets written by Dr. Oliphant, against Dr. Pitcairn's Dissertations, and The new theory of fevers. ... By George Cheyne, M.D.:","Cheyne, George, 1673-1743.",1702.,Edinburgh :,"printed in the year,",004832701,T54648,CW107229376,K048917.000,CW3307229376
The true-born Englishman: A satyr.,"Defoe, Daniel, 1661?-1731.",1701.,[London] :,"Printed in the year,",004843749,T70653,CW113764577,K059988.000,CW3313764577
"Poems on several occasions: By the Reverend Mr. Thomas Warton, ...","Warton, Thomas, 1688?-1745.",1748.,London :,"printed for R. Manby and H. S. Cox,",004883746,T125430,CW111071195,K100064.000,CW3311071195
"The Jew: a comedy. Performed at the Theatre-Royal, Drury-Lane. By Richard Cumberland, Esq.","Cumberland, Richard, 1732-1811.",1794.,London :,"printed for C. Dilly,",004900009,T45425,CW112460562,K043180.000,CW3312460562
"The Quakers sermon on the union: being the only sermon preach'd and printed, by that sort of people, on that subject.","Defoe, Daniel, 1661?-1731.",1707.,London :,"printed: and sold by Benj. Bragge,",004811355,T150308,CW119260197,K115453.000,CW3319260197
"Natural history: general and particular, by the Count de Buffon, translated into English. Illustrated with above 260 copper-plates, and occasional notes and observations by the translator.","Buffon, Georges Louis Leclerc, comte de, 1707-1788.",1780-85.,Edinburgh :,"printed for William Creech,",004880992,T121678,CW107061039,K097310.006,CW3307062537
"Designs by Mr. R. Bentley, for six poems by Mr. T. Gray:","Gray, Thomas, 1716-1771.",1753.,London :,"printed for R. Dodsley,",004881667,T122525,CW115975917,K097985.000,CW3315975917
"An account of Corsica: the journal of a tour to that island, and memoirs of Pascal Paoli. By James Boswell, Esq; Illustrated with a new and accurate map of Corsica.","Boswell, James, 1740-1795.",1769.,London :,"printed for Edward and Charles Dilly,",004797688,T26162,CW100096827,K032020.000,CW3300096827
"Barnaby brittle: or, a wife at her wit's end: a farce; in two acts: as it is performed at the Theatre-Royal, Covent-Garden. Altered from Moliere and Betterton: with additions.","Betterton, Thomas, 1635?-1710.",1788.,London :,"printed for S. Bladon,",004788964,N96,CW107944713,K000053.000,CW3307944713
"The high-church legion: or, the Memorial examin'd. Being, a new test of moderation. ...","Defoe, Daniel, 1661?-1731.",1705.,London :,"printed in the year,",004834080,T56905,CW121132882,K050297.000,CW3321132882
"The gamesters: a comedy. Alter'd from Shirley. As it is perform'd, by His Majesty's servants, at the Theatre-Royal in Drury-Lane.","Garrick, David, 1717-1779.",1758.,London :,"printed for J. and R. Tonson,",004806595,T40416,CW110606423,K040288.000,CW3310606423
"Reflections on the prohibition act: wherein the necessity, usefulness and value of that law, are evinced and demonstrated. In answer to a letter on that subject, from a gentleman concern'd in trade.","Defoe, Daniel, 1661?-1731.",1708.,London :,"printed in the year,",004833221,T55487,CW104778123,K049437.000,CW3304778123
"An answer to a late pamphlet, intituled, Observations on the writings of the Craftsman: Being a third letter of advice, to the people of Great-Britain and Ireland, &c.","Amhurst, N. (Nicholas), 1697-1742.",1731.,London :,"printed for R. Francklin,",004821083,T191560,CW104995117,K125232.000,CW3304995117
"The history of England: from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes. By David Hume, Esq; ...","Hume, David, 1711-1776.",1763.,London :,"printed for A. Millar,",004851124,T82469,CW100229577,K067385.006,CW3300408145
"The works of Alexander Pope Esq. In nine volumes complete. With his last corrections, additions, and improvements; ... Together with the commentaries and notes of Mr. Warburton:","Pope, Alexander, 1688-1744.",1751.,London :,"printed for J. and P. Knapton, H. Lintot, J. and R. Tonson, and S. Draper,",004809055,T5432,CW115091181,K022939.002,CW3315091476
"Travels through France and Italy: ... With a particular description of the town, territory, and climate of Nice: to which is added, a register of the weather, kept during a residence of eighteen months in that city. By T. Smollett, M.D. In two volumes. ...","Smollett, Tobias George, 1721-1771.",1766.,London :,"printed for R. Baldwin,",004833169,T55395,CW100726927,K049385.002,CW3300806612
"The lover's opera: As it is performed at the Theatre-Royal, by His Majesty's servants. By Mr. Chetwood, prompter to the Theatre.","Chetwood, W. R. (William Rufus), d. 1766.",1729.,London :,"printed: and sold by A. Dodd,",004834286,T57278,CW109713312,K050503.000,CW3309713312
"Letters from America, historical and descriptive; comprising occurrences from 1769, to 1777, inclusive. By William Eddis,:","Eddis, William, 1738-1825.",1792.,London :,"printed for the author, and sold by C. Dilly,",004805334,T38484,CW104638755,K039108.000,CW3304638755
"The creation: A pindaric illustration of a poem, originally written by Moses, on that subject. With a preface to Mr. Pope, ...","Hill, Aaron, 1685-1750.",1720.,London :,"printed for T. Bickerton,",004870400,T107973,CW113547117,K086692.000,CW3313547117
"A poem on the birth-day of the Prince of Wales. ... By Richard Savage,:","Savage, Richard, d. 1743.",[1736],London :,"printed for J. Roberts,",004807976,T42536,CW113174199,K041513.000,CW3313174199
"The country-journal extraordinary: By Caleb d'Anvers craftsman. To which is added, an exact list of the first Parliament of King George II. ... 1727. ...","Amhurst, N. (Nicholas), 1697-1742.",[1727],London :,"printed for A. Moore,",004886466,T129247,CW105949034,K102791.000,CW3305949034
The history of the union of Great Britain:,"Defoe, Daniel, 1661?-1731.",1709.,Edinburgh :,"printed by the heirs and successors of Andrew Anderson,",004845031,T72261,CW101832067,K061277.000,CW3301832067
"The resurrection: a poem: In three parts. By William Douglas, M.D. ...","Blair, Hugh, 1718-1800.",1747.,London :,"printed for, and sold by G. Strahan, R. Hett, R. Dodsley, G. Lewis, and J. Brindley,",004772471,N13272,CW112519707,K008177.000,CW3312519707
A hymn to the pillory:,"Defoe, Daniel, 1661?-1731.",1703.,London :,"printed in the year,",004843885,T70830,CW115164330,K060128.000,CW3315164330
"The history of Mademoiselle de Beleau; or, the new Roxana, the fortunate mistress: afterwards Countess of Wintselsheim. Published by Mr Daniel De Foe. And from papers found, since his decease, it appears was greatly altered by himself;:","Defoe, Daniel, 1661?-1731.",1775.,London :,"printed for the editor; and sold by F. Noble, and T. Lowndes,",004843737,T70632,CW109694024,K059975.000,CW3309694024
"The history of England: from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes. By David Hume, Esq; ...","Hume, David, 1711-1776.",1763.,London :,"printed for A. Millar,",004851124,T82469,CW100229577,K067385.004,CW3301054968
"The works in verse and prose, of William Shenstone, Esq: most of which were never before printed. In two volumes, with decorations. ...","Shenstone, William, 1714-1763.",1764.,London :,"printed for R. and J. Dodsley,",004858494,T92444,CW114988158,K074765.001,CW3314988158
"The poetical works: of John Dyer, L.L.B. Carefully corrected.","Dyer, John, 1700?-1758.",1765.,London :,"printed in the year,",004874151,T112958,CW115658008,K090455.000,CW3315658008
"A tour in Switzerland: or, a view of the present state of the governments and manners of those cantons: with comparative sketches of the present state of Paris. By Helen Maria Williams. ...","Williams, Helen Maria, 1762-1827.",1798.,London :,"printed for G. G. and J. Robinson,",004843690,T70499,CW100786420,K059928.001,CW3300786420
"An essay on the opera's after the Italian manner, which are about to be establish'd on the English stage: with some reflections on the damage which they may bring to the publick. By Mr. Dennis:","Dennis, John, 1657-1734.",1706.,London :,"printed for, and are to be sold by John Nutt,",004846441,T74366,CW111638261,K062689.000,CW3311638261
"The impostors: a comedy. Performed at the Theatre Royal Drury Lane. By Richard Cumberland, Esq.","Cumberland, Richard, 1732-1811.",1789.,Dublin :,"printed for H. Chamberlain, R. Moncrieffe, W. Colles, W. Gilbert, G. Burnet, [and 8 others in Dublin],",004775713,N18231,CW116554502,K011043.000,CW3316554502
"Essays and treatises: on several subjects. By David Hume, Esq; In four volumes. ...","Hume, David, 1711-1776.",1760.,London :,"printed for A. Millar; and A. Kincaid and A. Donaldson, at Edinburgh,",004802356,T33490,CW117566940,K036168.004,CW3317568008
The trade of Scotland with France: consider'd in two letters directed to the author of the Mercator.,"Defoe, Daniel, attributed name. 1661?-1731,",1713.,Edinburgh :,"printed by James Watson,",004785957,N53902,CW106549440,K018942.000,CW3306549440
"The natural method of cureing the diseases of the body: and the disorders of the mind depending on the body. In three parts. ... By Geo. Cheyne, M.D. ...","Cheyne, George, 1673-1743.",1742.,London :,"printed for Geo. Strahan, and John and Paul Knapton,",004832306,T54047,CW106906213,K048522.000,CW3306906213
"Dissipation: A comedy, in five acts; as it is performed at the Theatre-Royal, in Drury-Lane. By Miles Peter Andrews, Esq.","Andrews, Miles Peter, d. 1814.",1781.,London :,"printed for T. Becket,",004795615,T2102,CW106674019,K021269.000,CW3306674019
The stolen heiress or the Salamanca doctor outplotted. A comedy. As it is acted at the New Theatre in Lincolns-Inn-Fields. By Her Majesties servants:,"Centlivre, Susanna, 1667?-1723.",[1703],London :,"printed for William Turner at the Angel at Lincolns-Inn-Back Gate, and John Nutt near Stationers-Hall,",004798021,T26863,CW110140958,K032312.000,CW3310140958
"Merope: A tragedy. Acted at the Theatre-Royal in Drury-Lane, by His Majesty's servants. By Aaron Hill, Esq;.","Hill, Aaron, 1685-1750.",1749.,Dublin :,"printed by S. Powell, for G. and A. Ewing, G. Faulkner, J. Exshaw, W. Brien, R. James, and J. Esdall,",004805821,T39257,CW110376622,K039588.000,CW3310376622
"A chain of philosophical reflexions and inquiries concerning the virtues of tar-water, ... By the Rev. Dr. George Berkeley, ...:","Berkeley, George, 1685-1753.",1744.,London :,"printed for C. Hitch; and C. Davis,",004810483,T9088,CW109048670,K024372.000,CW3309048670
The goat's beard. A fable:,"Whitehead, William, 1715-1785.",1777.,London :,"printed for J. Dodsley,",004806893,T40857,CW112280803,K040548.000,CW3312280803
"The adventures of Peregrine Pickle: In which are included, Memoirs of a lady of quality. In four volumes. ...","Smollett, Tobias George, 1721-1771.",1751.,London :,"printed for the author: and sold by D. Wilson,",004833119,T55344,CW113059663,K049335.003,CW3313060290
"The natural history of birds: From the French of the Count de Buffon. Illustrated with engravings; and a preface, notes, and additions, by the translator. In nine volumes. ...","Buffon, Georges Louis Leclerc, comte de, 1707-1788.",1793.,London :,"printed for A. Strahan, and T. Cadell; and J. Murray,",004893396,T139140,CW109028249,K109756.006,CW3309599965
"The new theatre of fun; or, the modern Aristophanes in high glee: Being a genuine collection of the jests, gibes, witticisms, ... of Samuel Foote, Esq; including also those of Lord Lyttleton, Mess. Garrick and Churchill, ...","Foote, Samuel, 1720-1777.",1778.,London :,"sold by R. Durfey, and J. Curdell,",004877169,T116718,CW125448939,K093482.000,CW3325448939
"The history of the rebellion and civil wars in England: begun in the year 1641. ... Written by ... Edward Earl of Clarendon, ... Volume the first.","Clarendon, Edward Hyde, Earl of, 1609-1674.",1702 [1703],Oxford :,"printed at the Theater, An. Dom.,",004789113,N9849,CW103150563,K005698.000,CW3303150563
Poems on several occasions: By C. Arnold.,"Arnold, Cornelius, 1711-1757?",1757.,London :,"printed in the year,",004884061,T125815,CW115654236,K100379.000,CW3315654236
"The natural history of birds: From the French of the Count de Buffon. Illustrated with engravings; and a preface, notes, and additions, by the translator. In nine volumes. ...","Buffon, Georges Louis Leclerc, comte de, 1707-1788.",1793.,London :,"printed for A. Strahan, and T. Cadell; and J. Murray,",004893396,T139140,CW109028249,K109756.007,CW3309362782
"Phytologia: or the philosophy of agriculture and gardening. With the theory of draining morasses and with an improved construction of the drill plough. By Erasmus Darwin, ...","Darwin, Erasmus, 1731-1802.",1800.,Dublin :,"printed for P. Byrne,",004771966,N12605,CW107810721,K007721.000,CW3307810721
"Davideis: The life of David King of Israel: a sacred poem: in five books. By Thomas Ellwood,.","Ellwood, Thomas, 1639-1713.",1712.,London :,"printed and sold by the assigns of J. Sowle,",004852887,T84827,CW115239616,K069154.000,CW3315239616
"An explanation of the arms of the several incorporated companies in the town and county of Newcastle upon Tyne: According to Guillim, Bailey, and others. Published for the subscribers to the plate. By W. Whitehead, and T. Jameson.","Whitehead, William, of Newcastle.",1776.,Newcastle :,"printed by Angus, Robson and Co. for the authors,",004881236,T121949,CW102450259,K097554.000,CW3302450259
"The manager in distress: A prelude on opening the Theatre-Royal in the Hay-Market, May 30, 1780. By George Colman.","Colman, George, 1732-1794.",[1780],London :,"printed for T. Cadell,",004798996,T28314,CW113392031,K033168.000,CW3313392031
"The adventures of Peregrine Pickle: In which are included, Memoirs of a lady of quality. In four volumes. ...","Smollett, Tobias George, 1721-1771.",1751.,London :,"printed for the author: and sold by D. Wilson,",004833119,T55344,CW113059663,K049335.002,CW3313059959
A British philippic. Inscribed to the right honourable the Earl of Granville:,"Reed, Joseph, 1723-1787.",1756.,London :,"printed for the author, and sold by T. Kinnersly; and by the booksellers of London and Westminster,",004799851,T29716,CW113366933,K033930.000,CW3313366933
"Original letters written to the Earl of Arlington: by Sir Richard Bulstrode, envoy at the Court of Brussels from King Charles II, &c. containing the most remarkable transactions, both in court and camp, during his ministry, ...","Bulstrode, Richard, Sir, 1610-1711.",1712.,London :,"printed for R. Sare, and sold by J. Morphew,",004898836,T43436,CW101586147,K042003.000,CW3301586147
"Love's contrivance, or le medecin malgre lui. A comedy. As it is acted at the Theatre Royal in Drury-Lane:","Centlivre, Susanna, 1667?-1723.",1703.,London :,"printed for Bernard Lintott at the Middle-Temple Gate in Fleetstreet,",004839182,T64207,CW110565727,K055411.000,CW3310565727
"Natural history: general and particular, by the Count de Buffon, translated into English. Illustrated with above 260 copper-plates, and occasional notes and observations by the translator.","Buffon, Georges Louis Leclerc, comte de, 1707-1788.",1780-85.,Edinburgh :,"printed for William Creech,",004880992,T121678,CW107061039,K097310.005,CW3307062018
The history of Emily Montague: By the author of Lady Julia Mandeville. ...,"Brooke, Frances, 1724?-1789.",1777.,London :,"printed for J. Dodsley,",004862637,T98080,CW116077840,K078914.004,CW3316078550
The vicar and Moses:,"Stevens, George Alexander, 1710-1784.",1800?],"[London?,",,004903335,T50739,CW114702915,K046508.000,CW3314702915
"Reasons against the succession of the House of Hanover: with an enquiry how far the abdication of King James, supposing it to be legal, ought to affect the person of the Pretender.","Defoe, Daniel, 1661?-1731.",1713.,London :,"printed for J. Baker,",004840442,T65927,CW106202511,K056671.000,CW3306202511
"Poems upon several occasions: By the late Mrs. Leapor, ... The second and last volume.","Leapor, Mrs. (Mary), 1722-1746.",1751.,London :,"printed: and sold by J. Roberts,",004891682,T136743,CW112123887,K108031.002,CW3312123887
"The adventures in Madrid: A comedy, as its is acted at the Queens Theatre in the Hay-market. By Her Majesty's Servants.","Pix, Mary, 1666-1720.",[1709],London :,"printed for William Turner, James Knapton, Bernard Lintot, and B. Bragg,",004862681,T98130,CW115917191,K078958.000,CW3315917191
"The history of England: from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes. By David Hume, Esq; ...","Hume, David, 1711-1776.",1763.,London :,"printed for A. Millar,",004851124,T82469,CW100229577,K067385.005,CW3300609680
The humours of an Irish court of justice: a dramatic satyr. Written by an exil'd freeman of that country for his amusement ...,Freeman Barber.,[1750?],London :,"printed and sold without Temple-Bar, and at the Royal Exchange,",004869992,T107469,CW104442068,K086284.000,CW3304442068
"A congratulatory epistle from His Holiness the Pope, to the Reverend Dr. Snape: Faithfully translated from the Latin original into English verse. By the author of Protestant popery.","Amhurst, N. (Nicholas), 1697-1742.",1718.,London :,"printed for E. Curll,",004800730,T31187,CW121552460,K034709.000,CW3321552460
"Curious and diverting journies, thro' the whole island of Great-Britain: Containing, I. A particular description of the principal cities and towns, ... II. The customs, manners, speech, as also ... employment of the people. III. The produce and improvement of the lands, ... IV. The sea ports and fortifications, ... V. The publick edifices, ... With useful observations on the whole. ... By A. B. gent.","Defoe, Daniel, 1661?-1731.",1734.,London :,"printed and sold by G. Parker,",004822616,T198850,CW102871896,K126776.000,CW3302871896
"Travels through France and Italy: ... With a particular description of the town, territory, and climate of Nice: to which is added, a register of the weather, kept during a residence of eighteen months in that city. By T. Smollett, M.D. In two volumes. ...","Smollett, Tobias George, 1721-1771.",1766.,London :,"printed for R. Baldwin,",004833169,T55395,CW100726927,K049385.001,CW3300726927
"Free reflections on miscellaneous papers and legal instruments, under the hand and seal of William Shakspeare, in the possession of Samuel Ireland, of Norfolk-Street. To which are added, extracts from an unpublished MS. play, called The virgin queen.:","Waldron, F. G. (Francis Godolphin), 1744-1818.",1796.,London :,"printed for F. G. Waldron,",004809599,T6259,CW113391693,K023426.000,CW3313391693
The quarrel of the school-boys at Athens: as lately acted at a school near Westminster.,"Defoe, Daniel, 1661?-1731.",1717.,London :,"printed for J. Roberts,",004842933,T69389,CW105580994,K059170.000,CW3305580994
Plan of education in the Marischal College and University of Aberdeen: with the reasons of it. Drawn up by order of the faculty.,"Gerard, Alexander, 1728-1795.",1755.,Aberdeen :,"printed by James Chalmers,",004776800,N20357,CW104692327,K011987.000,CW3304692327
The brothers: a comedy: As it is performed at the Theatre Royal in Covent-Garden.,"Cumberland, Richard, 1732-1811.",1770.,London :,"printed for W. Griffin,",004886746,T129632,CW111270783,K103071.000,CW3311270783
"The maid of Bath, a comedy: of three acts, as it is performed at the Theatre-Royal, in the Hay-Market. By Samuel Foote, Esq. With the original prologue, as written by Mr. Garrick, and ... the epilogue, ...","Foote, Samuel, 1720-1777.",[1775?],London :,"printed for George Allen,",004793389,T17092,CW114478897,K028406.000,CW3314478897
"A plan of the English commerce: Being a compleat prospect of the trade of this nation, as well the home trade as the foreign. ... Humbly affered to the consideration of the King and Parliament.","Defoe, Daniel, 1661?-1731.",1728.,London :,"printed for Charles Rivington,",004843890,T70838,CW106248628,K060133.000,CW3306248628
"Poems by William Mason, M.A:","Mason, William, 1725-1797.",1764.,London :,"printed for Robert Horsfield; and sold by J. Dodsley, and C. Marsh. Also by W. Thurlbourn and J. Woodyer in Cambridge; W. Tesseyman in York; and W. Ward in Sheffield,",004861172,T96179,CW110621117,K077449.000,CW3310621117
"King Henry the Fifth: or, the conquest of France, by the English. A tragedy. As it is acted at the Theatre-Royal in Drury-Lane, by His Majesty's servants. By Aaron Hill, Esq;.","Hill, Aaron, 1685-1750.",1723.,London :,"printed for W. Chetwood, and J. Watts,",004870397,T107970,CW109742195,K086689.000,CW3309742195
"Cheap living: a comedy, in five acts. As it is performed at the Theatre-Royal, Drury-Lane. Third edition. By Frederick Reynolds.","Reynolds, Frederick, 1764-1841.",1797.,London :,"printed for G. G. and J. Robinson,",004794416,T18527,CW114470527,K029302.000,CW3314470527
The tailors. A tragedy for warm weather: in three acts. As performed at the Theatre Royal Hay-Market. ...,"Foote, Samuel, 1720-1777.",1794.,London :,"printed by J. Jarvis, for J. Parsons,",004815961,T172822,CW106663492,K120072.000,CW3306663492
The merry roundelay:,"Tickell, Richard, 1751-1793.",[1800?],[London] :,"Printed and sold by J. Davenport, West Smithfield,",004789576,T10464,CW113350954,K025054.000,CW3313350954
"Conclusion of the memoirs of Miss Sidney Bidulph, as prepared for the press by the late editor of the former part.:","Sheridan, Frances Chamberlaine, 1724-1766.",1767.,Dublin :,"printed for G. Faulkner,",004826495,T221973,CW116916164,K130750.000,CW3316916164
"Greenshields out of prison and toleration settled in Scotland: or the case of Mr. Greenshields, farther examin'd. With some enquiry into the mistakes about that affair, which have so much impos'd upon the present age.","Defoe, Daniel, 1661?-1731.",1710.,London :,"printed for N. Cliff,",004787472,N705,CW117773283,K000435.000,CW3317773283
A trip to Scotland: As it is acted at the Theatre Royal in Drury-Lane.,"Whitehead, William, 1715-1785.",1770.,London :,"printed for J. Dodsley,",004810288,T8581,CW110780823,K024211.000,CW3310780823
The Czar of Muscovy: A tragedy. As it is acted at the Theatre in Little Lincolns-Inn-Fields by His Majesty's servants.,"Pix, Mary, 1666-1720.",1701.,London :,"printed for B. Bernard Lintott,",004833252,T55530,CW116565916,K049468.000,CW3316565916
"The gamester: a comedy: As it is acted at the New-Theatre in Lincolns-Inn-Fields, by Her Majesty's servants.","Centlivre, Susanna, 1667?-1723.",1705.,London :,"printed for William Turner, and William Davis,",004798018,T26860,CW110564512,K032309.000,CW3310564512
"The lame lover: a comedy in three acts. As it is performed at the Theatre-Royal in the Hay-Market. By Samuel Foote, Esq.","Foote, Samuel, 1720-1777.",1770.,London :,"printed for Paul Vaillant: and sold by P. Elmsly; and Robinson and Roberts,",004795539,T2093,CW113792825,K021262.000,CW3313792825
"A new theory of the earth: from its original, to the consummation of all things. ... By William Whiston, ...","Whiston, William, 1667-1752.",1725.,London :,"printed for Sam. Tooke and Benj. Motte,",004863267,T98874,CW109581850,K079546.000,CW3309581850
"A letter to the Whigs, expostulating with them upon their present conduct: wherein, the grounds and reasons of the present allarm about the Pretender are enquir'd into, examin'd, and impartially stated.","Defoe, Daniel, 1661?-1731.",1714.,London :,"printed for E. Smith,",004779636,N2545,CW105397373,K001670.000,CW3305397373
"A congratulatory epistle to the Right Honourable Joseph Addison, Esq: occasioned, by his being made one of His Majesty's principal secretaries of state. By a student at Oxford.","Amhurst, N. (Nicholas), 1697-1742.",1717.,London :,"printed for E. Curll,",004770566,N1075,CW104950213,K000659.000,CW3304950213
The Odyssey of Homer:,Homer.,1725-26.,London :,"printed for Bernard Lintot,",004792674,T14927,CW114149336,K027796.005,CW3314149336
Summer: A poem. By James Thomson.,"Thomson, James, 1700-1748.",1727.,London :,"printed for J. Millan,",004802064,T33046,CW111308245,K035919.000,CW3311308245
"A new test of the sence [sic] of the nation: being a modest comparison between the addresses to the late King James, and those to Her present Majesty. ...","Defoe, Daniel, 1661?-1731.",1710.,London :,"printed in the year,",004834102,T56937,CW104847122,K050319.000,CW3304847122
"The history of England: from the Revolution to the death of George the Second. (Designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D.","Smollett, Tobias George, 1721-1771.",1785.,London :,"printed for T. Cadell; and R. Baldwin,",004833092,T55315,CW103142584,K049308.001,CW3303142584
"The storm: or, a collection of the most remarkable casualties and disasters which happen'd in the late dreadful tempest, both by sea and land.","Defoe, Daniel, 1661?-1731.",1704.,London :,"printed for G. Sawbridge, and sold by J. Nutt,",004843898,T70849,CW105213375,K060141.000,CW3305213375
The guardian. A comedy: of two acts. As it is perform'd at the Theatre-Royal in Drury-Lane.,"Garrick, David, 1717-1779.",1759.,London :,"printed for J. Newbery; and sold by R. Bailye, Litchfield; J. Leake and W. Frederick, Bath; B. Collins, Salisbury; and S. Stabler at York,",004803769,T35901,CW110072693,K037562.000,CW3310072693
"A friendly rebuke to one Parson Benjamin: particularly relating to his quarrelling with his own church, and vindicating the Dissenters. By one of the people called Quakers.","Defoe, Daniel, 1661?-1731.",1719.,London :,"printed for E. Moore,",004834078,T56903,CW104432207,K050295.000,CW3304432207
Hymns in prose for children: By the author of Lessons for children.,"Barbauld, Mrs. (Anna Letitia), 1743-1825.",1781.,London :,"printed for J. Johnson,",004831617,T53117,CW120716605,K047833.000,CW3320716605
"An author to be lett: Being a proposal humbly address'd to the consideration of the knights, esquires, gentlemen, and other worshipful and weighty members of the solid and ancient society of the bathos. By their associate and well-wisher Iscariot Hackney. Numb. I. To be continued.","Savage, Richard, d. 1743.",1729.,London :,"printed for Alexander Vint,",004796644,T22806,CW124901197,K031220.000,CW3324901197
The Odyssey of Homer:,Homer.,1725-26.,London :,"printed for Bernard Lintot,",004792674,T14927,CW114149336,K027796.004,CW3314149027
"A complete history of England: deduced from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. ... By T. Smollett, M.D. ...","Smollett, Tobias George, 1721-1771.",1757-58.,London :,"printed for James Rivington and James Fletcher,",004833079,T55301,CW100743592,K049295.004,CW3301182739
The project. A poem. Dedicated to Dean Tucker:,"Tickell, Richard, 1751-1793.",1778.,London :,"printed for T. Becket,",004899555,T44571,CW110214515,K042725.000,CW3310214515
"The livery man's reasons: why he did not give his vote for a certain gentleman, either to be Lord Mayor; or, parliament man for the City of London.","Defoe, Daniel, 1661?-1731.",1701.,London :,"printed in the year,",004776223,N19260,CW112303618,K011485.000,CW3312303618
"Madagascar: or, Robert Drury's journal: during fifteen years captivity on that island. ... Written by himself; ...","Drury, Robert, 1687-1734?",1731.,London :,"printed: and sold by J. Brotherton; T. Worrall; and J. Jackson,",004843559,T70324,CW111248136,K059797.000,CW3311248136
"Zoonomia: or, the laws of organic life. ... By Erasmus Darwin, ...","Darwin, Erasmus, 1731-1802.",1794-96.,London :,"printed for J. Johnson,",004874881,T113901,CW109312786,K091186.002,CW3309564210
"The poems, of the late Christopher Smart, ... Consisting of his prize poems, odes, sonnets, and fables, Latin and English translations;:","Smart, Christopher, 1722-1771.",1791.,Reading :,"printed and sold by Smart and Cowslade; and sold by F. Power and Co., London,",004808042,T42617,CW110609454,K041573.002,CW3310609712
"An appeal from the new to the old Whigs: in consequence of some late discussions in Parliament, relative to the Reflections on the French revolution.","Burke, Edmund, 1729-1797.",1791.,London :,"printed for J. Dodsley,",004796333,T22257,CW106146734,K030945.000,CW3306146734
"A reply to a pamphlet entituled, The L---d H------'s vindication of his speech, &c. By the author of the Review:","Defoe, Daniel, 1661?-1731.",1706.,London :,"printed in the year,",004834119,T56960,CW106123856,K050336.000,CW3306123856
Autumn: A poem. By James Thomson.,"Thomson, James, 1700-1748.",1730.,Dublin :,"printed by S. Powell, for George Risk, George Ewing, and, William Smith,",004846655,T74661,CW111263030,K062903.000,CW3311263030
Serious reflections during the life and surprising adventures of Robinson Crusoe: with his vision of the angelick world. Written by himself.,"Defoe, Daniel, 1661?-1731.",1720.,London :,"printed for W. Taylor,",004845042,T72276,CW111282408,K061288.000,CW3311282408
"The battle of Hexham: A comedy. In three acts, as performed at the Theatre-Royal, Crow-Street.","Colman, George, 1762-1836.",1790.,Dublin :,"printed by P. Byrne,",004795891,T21417,CW110560821,K030546.000,CW3310560821
"The beauties of biography: a selection of the lives of eminent men, carefully digested from correct and approved publications; ... Illustrated with several heads, ...",,1792.,London :,"printed for G. Riebau,",004896229,T144686,CW102276200,K112609.002,CW3302276542
The complete English tradesman: in familiar letters; directing him in all the several parts and progressions of trade. ...,"Defoe, Daniel, 1661?-1731.",1726 [1725],London :,"printed for Charles Rivington,",004844764,T71960,CW107374956,K061009.000,CW3307374956
"The history of the reign of King George, from the death of her late Majesty Queen Anne, to the first of August, 1718. ... To be continued yearly:","Defoe, Daniel, attributed name. 1661?-1731,",1719 [1718],London :,"printed by N. Mist,",004834083,T56909,CW100682692,K050300.000,CW3300682692
An impartial history of the life and actions of Peter Alexowitz: the present Czar of Muscovy: ... his attempts and successes in the northern and eastern parts of the world: in which is intermix'd the history of Muscovy. Written by a British officer in the service of the Czar.,British Officer in the Service of the Czar.,1723 [1722],London :,"printed for W. Chetwood; J. Stagg; J. Brotherton, and T. Edlin,",004845029,T72259,CW102000312,K061275.000,CW3302000312
